ticker,settore,industria,capitalizzazione,azioni_in_circolazione,flottante,valuta,tipo,denominazione,denaro,lettera,spread_pct
TALEA.MI,Healthcare,Pharmaceutical Retailers,40736832.0,8486840.0,4345891.0,EUR,EQUITY,Talea Group S.p.A.,4.5,5.96,27.91586998087954
TB.MI,Communication Services,Advertising Agencies,10155340.0,27822848.0,11439642.0,EUR,EQUITY,Triboo S.p.A.,0.355,0.363,2.2284122562674114
TCG.MI,Industrials,Consulting Services,58564492.0,14496162.0,,EUR,EQUITY,Tecno S.p.a.,3.98,4.08,2.481389578163774
TCM.MI,Real Estate,Real Estate Services,11665466.0,8609200.0,3228450.0,EUR,EQUITY,Tecma Solutions S.p.A.,1.31,1.35,3.0075187969924837
TEN.MI,Energy,Oil & Gas Equipment & Services,23140943872.0,1009639756.0,318763464.0,EUR,EQUITY,Tenaris S.A.,22.91,22.93,0.0872600349040121
TES.MI,Industrials,Specialty Industrial Machinery,241902848.0,601748321.0,512610930.0,EUR,EQUITY,Tesmec S.p.A.,0.402,0.4045,0.6199628022318666
TFIN.MI,Industrials,Engineering & Construction,302053248.0,65578216.0,58935143.0,EUR,EQUITY,TREVI - Finanziaria Industriale S.p.A.,4.602,4.606,0.08688097306688877
TGYM.MI,Consumer Cyclical,Leisure,2606731008.0,199291355.0,82889260.0,EUR,EQUITY,Technogym S.p.A.,13.06,13.09,0.22944550669215574
TIME.MI,Consumer Defensive,Beverages - Wineries & Distilleries,5681237.0,14346558.0,3845738.0,EUR,EQUITY,Compagnia dei Caraibi S.p.A.,0.396,0.398,0.5037783375314866
TIP.MI,Financial Services,Asset Management,1563213952.0,161489042.0,81249449.0,EUR,EQUITY,Tamburi Investment Partners S.p.A.,9.66,9.68,0.20682523267838235
TISG.MI,Consumer Cyclical,Leisure,66461996.0,53000000.0,17498654.0,EUR,EQUITY,The Italian Sea Group S.p.A.,1.252,1.264,0.9538950715421312
TIT.MI,Communication Services,Telecom Services,16415435776.0,2133259939.0,1619628781.0,EUR,EQUITY,Telecom Italia S.p.A.,7.694,7.695,0.012996296055628487
TLM.MI,Industrials,Specialty Industrial Machinery,4740610.0,2765920.0,695000.0,EUR,EQUITY,Techno Electrical Management Equipment Solutions S.p.A.,1.585,1.6,0.9419152276295212
TLS.MI,Communication Services,Broadcasting,9134252.0,2624785.0,,EUR,EQUITY,Telesia S.p.A.,3.3,3.4,2.9850746268656745
TMP.MI,Communication Services,Advertising Agencies,8194240.0,1411600.0,,EUR,EQUITY,TMP Group S.p.A.,5.54,5.8,4.585537918871249
TNX.MI,Consumer Cyclical,Auto Manufacturers,3057382.0,3683593.0,3176510.0,EUR,EQUITY,Tenax International S.p.A.,0.825,0.84,1.8018018018018034
TNXT.MI,Technology,Information Technology Services,688376320.0,45891755.0,34120520.0,EUR,EQUITY,Tinexta S.p.A.,15.0,15.04,0.26631158455392245
TPRO.MI,Technology,Semiconductors,17903329280.0,640319348.0,82793292.0,EUR,EQUITY,Technoprobe S.p.A.,27.96,27.98,0.07150518412584761
TPS.MI,Industrials,Airports & Air Services,55710352.0,7096860.0,,EUR,EQUITY,Technical Publications Service S.p.A.,7.65,7.85,2.5806451612903136
TRAI.MI,Industrials,Consulting Services,10464000.0,5450000.0,,EUR,EQUITY,TradeLab S.p.A.,1.88,1.94,3.1413612565445055
TRN.MI,Utilities,Utilities - Regulated Electric,19630104576.0,2006757872.0,1406547321.0,EUR,EQUITY,Terna S.p.A.,,,
TSL.MI,Communication Services,Telecom Services,40103956.0,366115835.0,,EUR,EQUITY,Tessellis S.p.A.,0.0918,0.092,0.21762785636560592
TWL.MI,Industrials,Airports & Air Services,12492801.0,503742.0,194404.0,EUR,EQUITY,TraWell Co S.p.A.,23.4,24.2,3.3613445378151297
TXT.MI,Technology,Software - Application,682734848.0,12619868.0,8656654.0,EUR,EQUITY,TXT e-solutions S.p.A.,53.9,54.1,0.3703703703703756
TYA.MI,Industrials,Airports & Air Services,341529568.0,18611966.0,5006619.0,EUR,EQUITY,Toscana Aeroporti S.p.A.,18.0,18.3,1.6528925619834751
U24.MI,Communication Services,Internet Content & Information,3668088.0,21406991.0,2653397.0,EUR,EQUITY,UCapital24 S.p.A.,0.161,0.176,8.902077151335305
UBA.MI,Industrials,Engineering & Construction,50537032.0,9391400.0,,EUR,EQUITY,,5.34,5.4,1.1173184357541992
UCG.MI,Financial Services,Banks - Regional,,,1495477544.0,EUR,EQUITY,,82.42,82.44,0.024263011039665192
UD.MI,Communication Services,Telecom Services,90557328.0,30135549.0,7202752.0,EUR,EQUITY,Unidata S.p.A.,3.01,3.02,0.3316749585406379
UNI.MI,Financial Services,Insurance - Property & Casualty,20382994432.0,717206043.0,403363851.0,EUR,EQUITY,Unipol Assicurazioni S.p.A.,28.41,28.43,0.07037297677691616
VARV.MI,Industrials,Tools & Accessories,604920000.0,3987480.0,,EUR,EQUITY,Sbe - Varvit - Societa' Per Azioni,7.05,7.45,5.51724137931035
VIM.MI,Industrials,Tools & Accessories,21944398.0,13462821.0,2759878.0,EUR,EQUITY,Vimi Fasteners S.p.A.,1.6,1.63,1.8575851393188734
VLC.MI,Communication Services,Advertising Agencies,6019178.0,2441990.0,,EUR,EQUITY,Valica S.p.A.,,,
VLS.MI,Consumer Defensive,Packaged Foods,111130520.0,10842002.0,1708442.0,EUR,EQUITY,Valsoia S.p.A.,10.25,10.4,1.4527845036319649
VLT.MI,Industrials,Specialty Industrial Machinery,72094464.0,6109700.0,1111965.0,EUR,EQUITY,Valtecne S.p.A.,11.8,11.9,0.8438818565400813
VNE.MI,Industrials,Specialty Industrial Machinery,8323678.0,3105150.0,759209.0,EUR,EQUITY,VNE S.p.A.,2.64,2.78,5.166051660516594
VNT.MI,Technology,Information Technology Services,9608587.0,12318702.0,2722034.0,EUR,EQUITY,Vantea SMART S.p.A.,0.78,0.785,0.6389776357827482
VNXT.MI,Basic Materials,Specialty Chemicals,7278842.0,2619555.0,,EUR,EQUITY,,2.56,2.62,2.3166023166023186
VVG.MI,Communication Services,Advertising Agencies,3285474.0,7621000.0,981002.0,EUR,EQUITY,,0.342,0.354,3.448275862068953
WBD.MI,Industrials,Engineering & Construction,2193156096.0,987183519.0,450981340.0,EUR,EQUITY,Webuild S.p.A.,2.218,2.22,0.09013068949978474
WBDR.MI,Industrials,Engineering & Construction,1701479808.0,1615491.0,450981340.0,EUR,EQUITY,Webuild S.p.A.,8.6,8.68,0.9259259259259267
WBS.MI,Communication Services,Advertising Agencies,9014322.0,9104825.0,2179877.0,EUR,EQUITY,Websolute S.p.A.,0.99,1.0,1.0050251256281415
WIIT.MI,Technology,Software - Infrastructure,694812992.0,24903693.0,9002934.0,EUR,EQUITY,Wiit S.p.A.,27.8,27.9,0.3590664272890408
XHS.MI,Consumer Cyclical,Lodging,7661220.0,3219000.0,,EUR,EQUITY,Xenia Hôtellerie Solution S.p.A. Società Benefit,2.32,2.5,7.468879668049798
YACHT.MI,Consumer Cyclical,Recreational Vehicles,1037787840.0,338482654.0,,EUR,EQUITY,Ferretti S.p.A.,3.06,3.066,0.19588638589617316
YKY.MI,Industrials,Integrated Freight & Logistics,13690375.0,5476150.0,,EUR,EQUITY,,2.44,2.48,1.6260162601626031
YOLO.MI,Financial Services,Insurance Brokers,9035388.0,14691688.0,6572245.0,EUR,EQUITY,Yolo Group S.p.A.,0.61,0.64,4.800000000000004
YRM.MI,Industrials,Engineering & Construction,950000000.0,3800000.0,,EUR,EQUITY,Rosetti Marino SpA,244.0,300.0,20.58823529411765
ZEST.MI,Financial Services,Asset Management,24165846.0,198080705.0,137016385.0,EUR,EQUITY,Zest S.p.A.,0.122,0.124,1.6260162601626031
ZUC.MI,Consumer Cyclical,Textile Manufacturing,14945741.0,3942878.0,2787508.0,EUR,EQUITY,Vincenzo Zucchi S.p.A.,0.575,0.59,2.5751072961373414
ZV.MI,Consumer Cyclical,Packaging & Containers,609913152.0,88265288.0,31661641.0,EUR,EQUITY,Zignago Vetro S.p.A.,6.9,6.91,0.1448225923243995
